,_id,id,title,release_date,genres,vote_average,popularity,vote_count,imdb_id,tmdbId
1434,1434,11537,Snake in the Eagle's Shadow,1978,Action-Comedy,7.2,10.752763,68.0,78252,11537.0
1435,1435,12312,Joe Somebody,2001,Comedy,5.5,4.273193,40.0,279889,12312.0
1436,1436,12808,Nina's Heavenly Delights,2006,Romance-Comedy-Drama,6.7,0.770878,9.0,435706,12808.0
1437,1437,13016,Zeitgeist,2007,Documentary-History,7.0,4.777597,173.0,1166827,13016.0
1438,1438,13223,Gran Torino,2008,Drama,7.8,14.794228,3181.0,1205489,13223.0
1439,1439,13915,Waydowntown,2000,Comedy-Drama-Horror,6.0,0.506962,5.0,219405,13915.0
1440,1440,14054,Snow Angels,2008,Drama-Romance,6.3,5.080935,50.0,453548,14054.0
1441,1441,14139,Timecrimes,2007,Science Fiction-Thriller,7.0,8.623982,313.0,480669,14139.0
1442,1442,14163,Chak De! India,2007,Drama,6.8,4.842323,69.0,871510,14163.0
1443,1443,14330,Trojan War,1997,Comedy,5.4,1.156854,25.0,120376,14330.0
1444,1444,14334,The Secret of Roan Inish,1994,Drama-Family-Fantasy,6.1,1.750481,15.0,111112,14334.0
1445,1445,14451,Dead Snow,2009,Horror-Comedy,6.1,7.974726,313.0,1278340,14451.0
1446,1446,14834,Not Easily Broken,2009,Drama-Romance,6.3,7.256932,10.0,795438,14834.0
1447,1447,14945,Origin: Spirits of the Past,2006,Science Fiction-Adventure-Animation-Drama-Fantasy-Romance-Action,6.6,11.02494,40.0,493247,14945.0
1448,1448,15838,Sunshine Barry & the Disco Worms,2008,Family-Animation-Comedy,5.2,1.2007376,12.0,1087841,15838.0
1449,1449,16436,North Face,2008,Adventure-Drama-Action-History-Thriller,7.4,5.260798,77.0,844457,16436.0
1450,1450,17126,Satisfaction,1988,Music-Comedy,4.5,1.502936,17.0,96037,17126.0
1451,1451,17157,Ace of Hearts,2008,Drama-Family,5.7,0.539413,6.0,1032746,17157.0
1452,1452,17263,A Murder of Crows,1999,Action-Crime-Thriller,6.0,9.284563,40.0,133985,17263.0
1453,1453,17796,Freaked,1993,Comedy,6.0,3.256687,28.0,109838,17796.0
1454,1454,18080,Out to Sea,1997,Comedy-Romance,5.8,3.722389,20.0,119848,18080.0
1455,1455,18153,Steal This Movie,2000,Drama,6.2,1.391996,11.0,161216,18153.0
1456,1456,18362,Doug Stanhope: No Refunds,2007,Comedy,7.6,1.2007376,8.0,1047610,18362.0
1457,1457,18758,To Kill with Intrigue,1977,Action-Drama,5.9,1.174062,8.0,76227,18758.0
1458,1458,18976,Attila,2001,War-Action-Adventure-Drama-History-Romance,6.5,9.563499,61.0,259127,18976.0
1459,1459,19099,Frenchmen,2003,Comedy-Romance,6.4,2.360498,32.0,349225,19099.0
1460,1460,19209,White Water Summer,1987,Family-Adventure-Drama,6.1,7.74579,28.0,94318,19209.0
1461,1461,19728,The Blue Max,1966,War-Action-Adventure-Drama,6.6,4.361613,29.0,60177,19728.0
1462,1462,20164,Bad Boys,2003,Action-Drama-Comedy,5.8,2.72426,16.0,323551,20164.0
1463,1463,21029,Revenge of the Nerds IV: Nerds In Love,1994,Comedy,3.5,2.707017,19.0,110982,21029.0
1464,1464,21200,Intimate Strangers,2004,Drama-Romance,5.8,6.91026,17.0,363532,21200.0
1465,1465,21297,Wake Up Sid,2009,Drama-Comedy-Romance-Foreign,6.8,1.710257,32.0,1324059,21297.0
1466,1466,21325,Onmyoji: The Yin Yang Master,2001,Drama-Fantasy-Horror,7.3,0.450855,3.0,355857,21325.0
1467,1467,21356,Rock & Rule,1983,Action-Adventure-Animation-Fantasy-Science Fiction,6.3,2.066433,27.0,86203,21356.0
1468,1468,21619,King of the Ants,2003,Action-Crime-Drama-Horror-Thriller,5.9,1.578598,21.0,328031,21619.0
1469,1469,22085,The Last Casino,2004,Drama-Comedy,7.0,1.872955,10.0,419909,22085.0
1470,1470,22538,Scott Pilgrim vs. the World,2010,Action-Adventure-Comedy,7.2,13.793301,2185.0,446029,22538.0
1471,1471,22937,Carry On... Up the Khyber,1968,Adventure-Comedy,6.9,4.799837,25.0,62782,22937.0
1472,1472,23082,The Invention of Lying,2009,Comedy-Romance-Fantasy,6.0,7.087161,523.0,1058017,23082.0
1473,1473,23805,The Toy,1982,Comedy-Family,5.7,6.269867,64.0,84809,23805.0
1474,1474,24071,Mumford,1999,Comedy-Drama-Romance,6.3,8.102656,27.0,140397,24071.0
1475,1475,24424,Ajami,2009,Crime-Drama,6.8,3.892393,27.0,1077262,24424.0
1476,1476,24921,Rise of the Gargoyles,2009,Horror,4.4,1.2007376,16.0,1275786,24921.0
1477,1477,25353,The True Story of Puss 'n Boots,2009,Family-Adventure-Animation,3.8,0.946277,7.0,1239462,25353.0
1478,1478,25636,Jesus' Son,1999,Comedy-Drama-Romance,6.7,5.954815,22.0,186253,25636.0
1479,1479,25656,Glasses,2007,Comedy-Foreign,7.3,0.650104,10.0,1016307,25656.0
1480,1480,26538,Jack Frost,1979,Family,6.3,0.734387,12.0,79357,26538.0
1481,1481,27069,The Raspberry Reich,2004,Drama-Action-Comedy-Thriller,6.1,1.2007376,15.0,390418,27069.0
1482,1482,29394,Homicidal,1961,Horror-Mystery-Thriller,5.4,1.057432,13.0,54988,29394.0
1483,1483,29797,Ed Gein: The Butcher of Plainfield,2007,Crime-Drama-Horror-Mystery,2.9,0.759707,12.0,858437,29797.0
1484,1484,32489,Thoroughly Modern Millie,1967,Comedy-Music-Romance,7.1,2.608222,26.0,62362,32489.0
1485,1485,35888,Cat Chaser,1989,Action-Thriller,3.6,0.547716,7.0,97028,35888.0
1486,1486,36272,Out of Reach,2004,Action-Thriller,4.0,2.916012,30.0,377100,36272.0
1487,1487,36672,Coming Out,1989,Drama-Romance,7.0,0.599984,10.0,97095,36672.0
1488,1488,37447,Berkeley in the Sixties,1990,Documentary,4.3,0.10664,2.0,99121,37447.0
1489,1489,38046,Retrograde,2004,Action-Science Fiction,2.9,1.755974,12.0,385990,38046.0
1490,1490,38057,The Secret of the Magic Gourd,2007,Drama-Family-Foreign,4.5,1.2007376,3.0,496386,38057.0
1491,1491,38415,Bran Nue Dae,2009,Comedy-Drama-Foreign-Romance,5.2,0.265854,6.0,1148165,38415.0
1492,1492,38904,Mrs. Dalloway,1997,Drama-Romance,5.4,1.335544,7.0,119723,38904.0
1493,1493,39225,With Six You Get Eggroll,1968,Comedy-Romance-Family,6.3,2.938017,10.0,63821,39225.0
1494,1494,40022,Caliber 9,1972,Action-Crime,7.5,3.855015,26.0,67429,40022.0
1495,1495,40029,The Bamboo House of Dolls,1973,Action-Drama-Horror-War,4.8,1.026093,4.0,71189,40029.0
1496,1496,40229,The House on Sorority Row,1983,Horror-Mystery-Thriller,6.0,1.918891,34.0,85694,40229.0
1497,1497,41091,...ing,2003,Drama-Romance,6.6,1.2007376,17.0,381838,41091.0
1498,1498,41198,"Turn Left, Turn Right",2003,Romance,7.2,1.2007376,13.0,367174,41198.0
1499,1499,41371,#1 Cheerleader Camp,2010,Comedy-Drama,3.4,1.190427,23.0,1637976,41371.0
1500,1500,41530,The Woman Who Dreamed of a Man,2010,Romance-Drama,4.8,0.311041,5.0,1239290,41530.0
1501,1501,41616,Formosa Betrayed,2010,Action-Adventure-Drama-Mystery-Thriller,6.5,0.664745,2.0,1121786,41616.0
1502,1502,41965,Paperhouse,1988,Drama-Fantasy-Horror,6.6,3.520171,37.0,98061,41965.0
1503,1503,42262,Report to the Commissioner,1975,Crime-Drama,6.7,0.515544,3.0,73620,42262.0
1504,1504,43648,The Comics 2,1991,Comedy,5.5,1.999079,47.0,103991,43648.0
1505,1505,44443,Lynch,2007,Documentary,4.0,0.334601,1.0,1032207,44443.0
1506,1506,45109,Between Sheets,2008,Romance,5.6,0.44424,10.0,1288641,45109.0
1507,1507,45274,Client 9: The Rise and Fall of Eliot Spitzer,2010,Documentary,6.5,0.420078,11.0,1638362,45274.0
1508,1508,46869,Love on the Side,2004,Romance-Comedy,5.7,0.607125,6.0,384037,46869.0
1509,1509,47045,She's Out of Control,1989,Comedy-Romance,4.7,1.685918,24.0,98308,47045.0
1510,1510,47239,Fear of Fear,1975,Drama,7.3,1.2007376,3.0,72648,47239.0
1511,1511,48136,Two on a Guillotine,1965,Mystery-Horror,5.7,0.926923,11.0,59837,48136.0
1512,1512,48481,Five,1951,Action-Science Fiction,6.2,0.261219,5.0,43539,48481.0
1513,1513,48714,The Big Shave,1968,Drama,6.9,2.116885,47.0,61402,48714.0
1514,1514,49418,Return to Treasure Island,1988,Adventure-Animation-Comedy,6.5,1.276059,18.0,122227,49418.0
1515,1515,49492,Jogwa - The Awakening,2009,Drama-Romance-Foreign,0.0,1.2007376,0.0,1653015,49492.0
1516,1516,49508,I Was a Communist for the FBI,1951,Crime,4.5,0.129965,3.0,43665,49508.0
1517,1517,49685,I'm Going Home,2001,Drama-Foreign,6.1,1.789982,9.0,283422,49685.0
1518,1518,51831,The Minion,1998,Action-Thriller,4.8,0.483399,6.0,139465,51831.0
1519,1519,52034,Tetsuo: The Bullet Man,2009,Action-Science Fiction-Horror-Thriller,5.5,1.658163,24.0,1176416,52034.0
1520,1520,52208,Nude Nuns With Big Guns,2010,Thriller-Action-Comedy,3.8,7.31941,44.0,1352388,52208.0
1521,1521,54563,"Muriel, or the Time of Return",1963,Drama,7.0,1.021998,17.0,57336,54563.0
1522,1522,55465,A Very Harold & Kumar Christmas,2011,Comedy,6.0,10.724679,335.0,1268799,55465.0
1523,1523,56419,Tesla: Master of Lightning,2000,Documentary-History,5.7,0.401288,3.0,272884,56419.0
1524,1524,56429,Up from the Depths,1979,Horror,3.3,1.2007376,3.0,80066,56429.0
1525,1525,57214,Project X,2012,Comedy-Crime,6.5,9.803023,1624.0,1636826,57214.0
1526,1526,58430,Solomon,1997,Fantasy,6.3,1.2007376,6.0,143889,58430.0
1527,1527,59145,The Assault,2010,Action-Thriller,6.4,3.141456,50.0,1793239,59145.0
1528,1528,59169,Beyond The Mind's Eye,1992,Animation,6.0,0.016204,4.0,167046,59169.0
1529,1529,61855,The Painted Hills,1951,Action-Adventure-Drama-Family,2.0,0.113627,3.0,43895,61855.0
1530,1530,62414,A Hot Dog Program,1999,Documentary,8.0,0.071756,2.0,389011,62414.0
1531,1531,62648,Backlash,1956,Western,6.5,0.794079,10.0,48976,62648.0
1532,1532,64183,Parent Trap III,1989,Action-Comedy-Drama-Family,3.8,1.2007376,3.0,98066,64183.0
1533,1533,65501,Housekeeping,1987,Comedy-Drama,5.5,0.773954,11.0,93225,65501.0
1534,1534,67736,Thérèse Raquin,1953,Thriller-Drama,6.3,1.726864,9.0,46429,67736.0
1535,1535,69035,Ruby Cairo,1992,Mystery-Thriller,4.4,1.238051,8.0,107999,69035.0
1536,1536,70061,On the Trail of the Bremen Town Musicians,1973,Animation-Adventure-Family,5.2,1.2007376,6.0,251333,70061.0
1537,1537,71559,Love Like Poison,2010,Drama,6.3,1.2007376,5.0,1646985,71559.0
1538,1538,71885,Motocrossed,2001,TV Movie-Family-Comedy-Drama,4.4,1.082428,15.0,273842,71885.0
1539,1539,72585,Why Man Creates,1968,Animation-Documentary,6.4,0.260901,4.0,63804,72585.0
1540,1540,72972,Tom and Jerry & The Wizard of Oz,2011,Animation-Family,6.0,6.889644,26.0,2027255,72972.0
1541,1541,73612,Sam's Song,1969,Drama,5.5,0.233582,2.0,64924,73612.0
1542,1542,73827,Why,1971,Drama-Comedy,6.8,0.000308,9.0,66988,73827.0
1543,1543,77469,Your Friends & Neighbors,1998,Drama-Comedy,5.9,1.564774,17.0,119517,77469.0
1544,1544,81179,Snowmageddon,2011,Adventure-Science Fiction,5.0,5.27578,12.0,1876446,81179.0
1545,1545,81579,One Lucky Elephant,2011,Documentary,8.0,0.044894,1.0,1053902,81579.0
1546,1546,82028,Black Out,2012,Crime-Action-Comedy,5.6,1.2007376,15.0,2114358,82028.0
1547,1547,83223,Rats: Night of Terror,1984,Horror-Science Fiction,5.3,1.2007376,22.0,86176,83223.0
1548,1548,83271,Año Mariano,2000,Comedy-Foreign,2.0,1.2007376,1.0,231208,83271.0
1549,1549,83726,Beyond Therapy,1987,Comedy,3.2,0.647205,5.0,92646,83726.0
1550,1550,84729,Casablanca Express,1989,Drama-Action-War-Foreign,4.0,0.000308,1.0,94843,84729.0
1551,1551,84903,The Marrying Kind,1952,Comedy-Drama,7.8,1.196486,4.0,44888,84903.0
1552,1552,86295,Treasure of the Yankee Zephyr,1981,Action-Adventure-Drama,5.4,1.495604,8.0,82968,86295.0
1553,1553,90603,Beauty Is Embarrassing,2012,Documentary,8.2,0.790239,6.0,2040281,90603.0
1554,1554,91045,Money Play$,1998,Action-Drama-Thriller,5.0,1.2007376,2.0,139470,91045.0
1555,1555,98203,Captive,2012,Drama-Thriller,5.9,0.660969,11.0,1699745,98203.0
1556,1556,98223,From the Orient with Fury,1965,Adventure-Action-Comedy-Foreign,0.0,0.400047,0.0,58881,98223.0
1557,1557,100243,Act of Violence,2008,Drama-Thriller,8.0,1.2007376,1.0,1159985,100243.0
1558,1558,103173,Dragon Age: Dawn of the Seeker,2012,Fantasy-Animation,5.2,2.255852,20.0,1709652,103173.0
1559,1559,104062,The Last Farm,2004,Drama,7.6,0.385759,7.0,461847,104062.0
1560,1560,106143,I'll Do Anything,1994,Comedy-Drama,5.7,1.742974,18.0,110097,106143.0
1561,1561,106417,Kaiji 2: The Ultimate Gambler,2011,Thriller-Drama,4.8,1.13376,4.0,1904937,106417.0
1562,1562,108969,Winter People,1989,Drama-Romance,5.8,1.301211,5.0,98659,108969.0
1563,1563,109979,18 Years Later,2010,Comedy,7.1,0.500427,12.0,1433802,109979.0
1564,1564,110354,Side by Side,2012,Documentary,7.1,6.337857,111.0,2014338,110354.0
1565,1565,110395,Freddie as F.R.O.7.,1992,Adventure-Animation-Family-Fantasy,4.5,1.2007376,4.0,104298,110395.0
1566,1566,110823,A Fine Pair,1968,Adventure-Comedy-Crime,3.0,0.060415,1.0,64329,110823.0
1567,1567,117007,Deadline,2004,Documentary,9.0,0.039145,1.0,390190,117007.0
1568,1568,117046,The White Dove,1960,Drama,7.8,1.2007376,5.0,175743,117046.0
1569,1569,118946,Those Who Kill - Shadow of the Past,2012,Crime-Drama-Thriller,5.3,1.2007376,5.0,1804508,118946.0
1570,1570,119193,What the Day Owes the Night,2012,Drama-History-Romance,7.4,3.553601,48.0,1934205,119193.0
1571,1571,123730,Dog Tags,1987,Drama,7.0,0.001133,1.0,99447,123730.0
1572,1572,123867,Panda! Go Panda!: Rainy Day Circus,1973,Animation-Comedy-Family-Foreign,5.2,0.879285,7.0,70505,123867.0
1573,1573,125233,An Unexpected Love,2003,Drama-TV Movie,6.3,0.578154,4.0,329679,125233.0
1574,1574,125911,EM,2008,Drama-Romance,6.3,0.439646,4.0,993755,125911.0
1575,1575,128230,Three Sisters,2012,Documentary,7.6,1.2007376,4.0,2361042,128230.0
1576,1576,133977,Liar Game: Reborn,2012,Drama,5.8,1.2007376,6.0,2078667,133977.0
1577,1577,137968,Drift,2013,Drama,5.7,4.121722,61.0,1714833,137968.0
1578,1578,139575,Bitch Hug,2012,Drama,6.5,0.273637,2.0,2287655,139575.0
1579,1579,140231,Elaan,2005,Drama-Action,6.0,1.2007376,5.0,416712,140231.0
1580,1580,142528,Des fleurs pour Algernon,2006,Science Fiction-Drama,7.1,1.091052,6.0,885484,142528.0
1581,1581,142979,The Joy of Living,1961,Comedy,6.2,0.62512,3.0,53707,142979.0
1582,1582,147729,Animals Are Beautiful People,1974,Comedy-Documentary-Family,7.5,1.582132,21.0,71143,147729.0
1583,1583,155597,All Screwed Up,1974,Drama-Comedy,0.0,0.123441,1.0,70844,155597.0
1584,1584,157837,From the Sea to the Land Beyond,2012,Documentary,0.0,1.2007376,0.0,2511608,157837.0
1585,1585,170277,Up the Creek,1958,Comedy,6.0,0.478898,1.0,52343,170277.0
1586,1586,174645,Java Heat,2013,Action-Crime-Drama-Thriller,5.1,4.601191,29.0,2083231,174645.0
1587,1587,179847,First Love,1974,Documentary,7.5,1.2007376,2.0,71996,179847.0
1588,1588,188392,Fright to the Finish,1954,Comedy-Animation,7.0,0.268416,2.0,150648,188392.0
1589,1589,189227,Soodhu Kavvum,2013,Comedy-Thriller,7.0,1.217786,11.0,2877108,189227.0
1590,1590,192367,The Halloween That Almost Wasn't,1979,Horror-Comedy-Family,6.0,0.903872,1.0,316318,192367.0
1591,1591,193756,Lone Survivor,2013,Action-Drama-Thriller-War,7.4,10.855502,1549.0,1091191,193756.0
1592,1592,201765,Three Many Weddings,2013,Comedy,6.2,7.524929,54.0,2418440,201765.0
1593,1593,205076,Not My Life,2006,Thriller,3.5,1.2007376,2.0,827179,205076.0
1594,1594,205220,Philomena,2013,Drama,7.4,6.927182,588.0,2431286,205220.0
1595,1595,226458,Backmask,2015,Thriller-Horror,4.7,3.614388,79.0,1945044,226458.0
1596,1596,229138,Djinn,2013,Horror,4.3,3.650947,20.0,1770672,229138.0
1597,1597,254679,The Little House,2014,Drama-Family-History,6.7,1.2007376,15.0,2530392,254679.0
1598,1598,256030,Muck,2015,Horror,3.5,1.649865,35.0,2207484,256030.0
1599,1599,257331,Thread of Lies,2014,Family-Drama,7.9,1.2007376,7.0,3837154,257331.0
1600,1600,258034,4 Moons,2014,Drama,7.7,2.734851,45.0,2260850,258034.0
1601,1601,267094,9-Man,2014,Documentary,0.0,1.2007376,0.0,2986300,267094.0
1602,1602,267852,Black Mountain Side,2014,Horror-Thriller,4.9,1.2007376,31.0,3139756,267852.0
1603,1603,271039,"Something, Anything",2015,Romance-Drama,8.0,1.2007376,2.0,2461126,271039.0
1604,1604,273126,How the Lion Cub and the Turtle Sang a Song,1974,Animation,6.5,1.2007376,4.0,1074974,273126.0
1605,1605,274326,Trailer Park Boys - Live in F**kin' Dublin,2014,Comedy,6.0,1.2007376,12.0,3580052,274326.0
1606,1606,277229,Taarzan: The Wonder Car,2004,Drama-Action,3.0,1.2007376,2.0,435437,277229.0
1607,1607,278262,"Life, Autumn",1999,Documentary,6.5,1.2007376,2.0,229075,278262.0
1608,1608,289207,Catastrophe,1978,Thriller-Documentary,6.0,1.2007376,1.0,75818,289207.0
1609,1609,293625,The Ritual,2009,Drama-Horror,6.0,0.042204,1.0,460943,293625.0
1610,1610,294562,Lavalantula,2015,Horror-Science Fiction-Thriller,5.4,6.901559,43.0,4060576,294562.0
1611,1611,297784,Barolo Boys,2014,Documentary,0.0,1.2007376,0.0,3792124,297784.0
1612,1612,298931,Billy Elliot: The Musical,2014,Drama-Music-Comedy,7.7,1.2007376,23.0,4085696,298931.0
1613,1613,309299,Experimenter,2015,Drama-History,6.8,5.112935,166.0,3726704,309299.0
1614,1614,320150,Big Match,2014,Comedy-Action-Thriller,6.9,1.2007376,10.0,4156924,320150.0
1615,1615,335724,Territory,2015,Adventure-Drama,5.8,1.2007376,9.0,2251828,335724.0
1616,1616,339547,Jeruzalem,2016,Horror,4.4,1.2007376,126.0,4552524,339547.0
1617,1617,343018,American Sharia,2015,Drama-Comedy,10.0,1.2007376,1.0,3889450,343018.0
1618,1618,348677,The Model,2016,Drama,5.9,1.2007376,31.0,4074364,348677.0
1619,1619,355598,Girl in Woods,2016,Drama-Horror-Thriller,4.8,1.2007376,10.0,2554842,355598.0
1620,1620,356895,37,2016,Drama,4.6,1.2007376,8.0,4882174,356895.0
1621,1621,358505,Our Last Tango,2015,Documentary,7.0,1.2007376,6.0,4937156,358505.0
1622,1622,358808,Tharlo,2015,Drama,6.7,1.2007376,3.0,4923042,358808.0
1623,1623,360387,Blunt Force Trauma,2015,Adventure-Action,4.3,1.2007376,31.0,3520290,360387.0
1624,1624,361733,Horvat's Choice,1985,Drama,5.0,1.2007376,1.0,92184,361733.0
1625,1625,364116,The Other Side of the Door,2016,Thriller-Horror,5.2,1.2007376,279.0,3702652,364116.0
1626,1626,371462,Mammal,2016,Drama,10.0,1.2007376,1.0,3777860,371462.0
1627,1627,377853,"The First, the Last",2016,Drama,5.8,1.2007376,14.0,5072542,377853.0
1628,1628,381064,American Fable,2017,Drama-Thriller,6.3,1.2007376,27.0,4671002,381064.0
1629,1629,405621,The Miki Howard Story,2016,Drama-TV Movie,5.0,1.2007376,1.0,5279042,405621.0
1630,1630,408647,Teen Titans: The Judas Contract,2017,Science Fiction-Animation-Action,7.1,1.2007376,98.0,6315800,408647.0
1631,1631,425751,The Hero,2017,Drama,6.7,1.2007376,17.0,5655222,425751.0
1632,1632,464111,Zygote,2017,Horror-Science Fiction,7.2,1.2007376,28.0,7078780,464111.0
1633,1633,161,Ocean's Eleven,2001,Thriller-Crime,7.2,12.114932,3857.0,240772,161.0
1634,1634,344,"Bang, Boom, Bang",1999,Crime-Action-Comedy,7.5,3.931984,52.0,135790,344.0
1635,1635,470,21 Grams,2003,Drama-Crime-Thriller,7.2,6.372278,943.0,315733,470.0
1636,1636,1073,Arlington Road,1999,Drama-Thriller-Mystery,7.0,8.605659,246.0,137363,1073.0
1637,1637,1607,A Bronx Tale,1993,Drama-Crime,7.4,6.115628,447.0,106489,1607.0
1638,1638,1679,Godzilla Raids Again,1955,Action-Science Fiction-Horror,6.0,2.772214,28.0,48127,1679.0
1639,1639,1922,Irina Palm,2007,Drama,6.9,2.350677,28.0,762110,1922.0
1640,1640,2010,The Mourning Forest,2007,Drama,6.2,1.594746,13.0,1016205,2010.0
1641,1641,2925,The First Wives Club,1996,Comedy,6.5,10.177303,172.0,116313,2925.0
1642,1642,2994,Danger: Diabolik,1968,Action-Comedy-Crime,6.1,2.586658,23.0,62861,2994.0
1643,1643,3109,The Quiet Man,1952,Comedy-Drama-Romance,7.3,8.762386,118.0,45061,3109.0
1644,1644,3515,I'll Sleep When I'm Dead,2003,Drama-Action-Thriller-Crime,5.3,2.787144,28.0,319531,3515.0
1645,1645,4288,The Final Terror,1983,Horror-Thriller,5.0,1.2007376,16.0,82379,4288.0
1646,1646,4964,Knocked Up,2007,Comedy-Romance-Drama,6.2,9.058516,1255.0,478311,4964.0
1647,1647,6069,The Witches of Eastwick,1987,Fantasy-Horror-Comedy,6.2,13.031671,334.0,94332,6069.0
1648,1648,8848,The Bank Job,2008,Thriller-Crime-Drama,6.6,8.732701,708.0,200465,8848.0
1649,1649,9009,Dark Water,2005,Drama-Horror-Thriller,5.3,6.53565,275.0,382628,9009.0
1650,1650,9493,Twins,1988,Comedy,5.7,5.952494,566.0,96320,9493.0
1651,1651,9515,The Matador,2005,Action-Comedy-Crime-Drama-Thriller,6.2,3.867472,137.0,365485,9515.0
1652,1652,9728,Friday the 13th Part III,1982,Horror-Thriller,5.7,7.99229,257.0,83972,9728.0
1653,1653,9754,Firewall,2006,Thriller,5.6,6.500892,270.0,408345,9754.0
1654,1654,9885,Wolf Creek,2005,Horror-Thriller,6.1,7.483385,288.0,416315,9885.0
1655,1655,10310,The Bitter Tears of Petra von Kant,1972,Drama,7.5,2.077361,32.0,68278,10310.0
1656,1656,10499,The Legend of Rita,2000,Drama-Foreign,5.4,1.428565,6.0,234805,10499.0
1657,1657,10575,Heaven,2002,Drama-Thriller-Romance-Crime,6.8,5.186944,74.0,246677,10575.0
1658,1658,10840,On Your Mark,1995,Music-Animation-Science Fiction,7.3,1.2007376,28.0,114038,10840.0
1659,1659,11483,Pirates,1986,Adventure-Comedy,6.2,3.916952,47.0,91757,11483.0
1660,1660,11703,Kiss of the Spider Woman,1985,Drama,6.8,3.570377,53.0,89424,11703.0
1661,1661,12127,Pippi in the South Seas,1970,Adventure-Family,7.0,3.723069,23.0,66227,12127.0
1662,1662,12584,The Shootist,1976,Action-Adventure-Drama-Western,7.3,8.624922,85.0,75213,12584.0
1663,1663,12690,Appaloosa,2008,Drama-Western-Crime,6.3,12.392754,305.0,800308,12690.0
1664,1664,12888,Belly,1998,Crime-Drama,6.1,3.436535,42.0,158493,12888.0
1665,1665,13246,A Garfield Christmas Special,1987,Animation-Family,6.7,1.630379,15.0,302596,13246.0
1666,1666,14044,Assembly,2007,Action-History,7.1,7.404835,35.0,881200,14044.0
1667,1667,14442,Ella Enchanted,2004,Family-Fantasy-Comedy,5.9,11.316988,454.0,327679,14442.0
1668,1668,14584,The Cheap Detective,1978,Comedy-Thriller-Crime-Mystery,6.6,3.351441,20.0,77321,14584.0
1669,1669,14833,House,2008,Drama-Horror-Thriller,4.1,2.429703,26.0,837796,14833.0
1670,1670,15527,Otis,2008,Comedy-Horror,5.6,2.467542,25.0,996967,15527.0
1671,1671,15548,Cirque du Soleil: Dralion,2001,Documentary-Music,5.3,0.382243,2.0,276866,15548.0
1672,1672,15718,Garfield's Halloween Adventure,1985,Animation-Family,7.1,1.636118,9.0,279830,15718.0
1673,1673,15895,Deathstalker,1983,Action-Fantasy,4.3,2.030024,24.0,87127,15895.0
1674,1674,16082,White Nights,1985,Drama-Thriller,6.2,3.043177,30.0,90319,16082.0
1675,1675,16248,D.A.R.Y.L.,1985,Family-Science Fiction,6.2,5.385862,81.0,88979,16248.0
1676,1676,16509,Confessions of a Superhero,2007,Documentary,7.1,0.874621,9.0,1016164,16509.0
1677,1677,16640,Pirates of the Great Salt Lake,2006,Action-Comedy,5.0,0.149519,1.0,477065,16640.0
1678,1678,17174,The Neighbor,2008,Comedy,4.0,1.2007376,8.0,978670,17174.0
1679,1679,17810,Lone Wolf and Cub: Baby Cart at the River Styx,1972,Action-Drama,7.3,2.492024,38.0,68816,17810.0
1680,1680,18161,U2: Rattle and Hum,1988,Documentary-Music,6.3,2.143483,28.0,96328,18161.0
1681,1681,18380,Babine,2008,Fantasy-Drama,5.8,1.048994,6.0,1275521,18380.0
1682,1682,18498,Ghoulies,1984,Comedy-Horror-Fantasy,4.2,4.734765,58.0,89200,18498.0
1683,1683,19429,Absence of Malice,1981,Drama-Romance-Thriller,6.8,3.21594,42.0,81974,19429.0
1684,1684,19809,Copper Mountain,1983,Comedy-Romance,2.9,2.089464,8.0,85363,19809.0
1685,1685,20410,Scooby-Doo and the Alien Invaders,2000,Animation-Family,6.3,2.702528,51.0,253658,20410.0
1686,1686,20531,Early Spring,1956,Drama,8.2,1.096517,6.0,49784,20531.0
1687,1687,20656,Saathiya,2002,Drama-Romance,5.6,1.2007376,17.0,330843,20656.0
1688,1688,20789,The Flyboys,2008,Action-Adventure,6.7,1.668128,15.0,357668,20789.0
1689,1689,22334,Chase a Crooked Shadow,1958,Mystery-Drama,7.1,1.357415,7.0,50246,22334.0
1690,1690,22485,loudQUIETloud: A Film About the Pixies,2006,Documentary-Music,6.9,0.95225,10.0,449121,22485.0
1691,1691,22615,Kiss Kiss (Bang Bang),2001,Action-Crime,5.4,1.2007376,11.0,228488,22615.0
1692,1692,23729,The Invicible Cell,2009,Crime-Documentary-Action,5.7,1.2007376,5.0,1347513,23729.0
1693,1693,23997,Every Little Step,2009,Documentary-Music,5.8,0.36752,5.0,977648,23997.0
1694,1694,24631,"Maria, ihm schmeckt's nicht!",2009,Comedy,5.5,1.907941,15.0,1339122,24631.0
1695,1695,25475,Tinker Bell and the Lost Treasure,2009,Animation-Family-Adventure-Fantasy,6.4,10.200558,230.0,1216516,25475.0
1696,1696,26179,Oh Heavenly Dog,1980,Comedy-Thriller-Crime,5.6,1.54645,12.0,81269,26179.0
1697,1697,26275,Kamikaze Girls,2004,Comedy-Science Fiction,7.1,4.365377,52.0,416220,26275.0
1698,1698,26333,Untamed Heart,1993,Comedy-Drama-Romance,6.5,3.704567,49.0,108451,26333.0
1699,1699,26431,Pu-239,2006,Drama,6.8,1.612168,12.0,472156,26431.0
1700,1700,26830,Gonin,1995,Action-Crime-Foreign-Thriller,7.2,1.51489,6.0,113194,26830.0
1701,1701,28053,City Island,2009,Drama-Comedy,6.9,7.016044,114.0,1174730,28053.0
